"","word","n","per"
"137","recorded",1,0.403225806451613
"138","reduces",1,0.403225806451613
"139","reducing",1,0.403225806451613
"140","reliever",1,0.403225806451613
"141","revisit",1,0.403225806451613
"142","saved",1,0.403225806451613
"143","schools",1,0.403225806451613
"144","security",1,0.403225806451613
"145","separate",1,0.403225806451613
"146","sharing",1,0.403225806451613
"147","slides",1,0.403225806451613
"148","softwares",1,0.403225806451613
"149","span",1,0.403225806451613
"150","special",1,0.403225806451613
"151","spending",1,0.403225806451613
"152","stability",1,0.403225806451613
"153","stick",1,0.403225806451613
"154","stimulus",1,0.403225806451613
"155","stress",1,0.403225806451613
"156","structured",1,0.403225806451613
"157","study",1,0.403225806451613
"158","subject",1,0.403225806451613
"159","sync",1,0.403225806451613
"160","taking",1,0.403225806451613
"161","task",1,0.403225806451613
"162","teacher",1,0.403225806451613
"163","technology",1,0.403225806451613
"164","tests",1,0.403225806451613
"165","time",1,0.403225806451613
"166","times",1,0.403225806451613
"167","timetables",1,0.403225806451613
"168","touch",1,0.403225806451613
"169","transition",1,0.403225806451613
"170","transportation",1,0.403225806451613
"171","tutorial",1,0.403225806451613
"172","ui",1,0.403225806451613
"173","understanding",1,0.403225806451613
"174","universities",1,0.403225806451613
"175","upcoming",1,0.403225806451613
"176","usage",1,0.403225806451613
"177","videos",1,0.403225806451613
"178","view",1,0.403225806451613
